"filename","filetype","order","saturation","sat.granularity","timeAvg","timeSd","solvedCount","profile.x","span.x","statespace.states","Unnamed..0","Unnamed..0.1","type","status","status.spec","regroup.strategy","regroup.time","bandwidth","profile.y","span.y","average.wavefront","RMS.wavefront","state.vector.length","groups","group.checks","next.state.calls","reachability.time","statespace.nodes","group.next","group.explored.nodes","group.explored.vectors","time","memory","peak.nodes","LDDop.union","LDDop.minus","LDDop.relProd","LDDop.satCount","LDDop.satCountL","LDDop.zip","LDDop.relProdUnion","LDDop.projectMinus","Unnamed..36","timeBest","memBest","timeMark","memMark"
"RAS-R-100","pnml","chain","sat",5,0.892,0.110835213016642,10,22602,28171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.892,,1,
"RAS-R-15","pnml","chain","sat",5,0.049,0.0159513148186739,10,3307,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,,1,
"RAS-R-20","pnml","chain","sat",5,0.06,0.014142135623731,10,4442,5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,1,
"RAS-R-3","pnml","chain","sat",5,0.008,0.00421637021355784,10,583,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,1,
"RAS-R-5","pnml","chain","sat",5,0.006,0.00843274042711568,10,1037,1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,1,
"rwmutex-r10w10","pnml","chain","sat",5,0.066,0.0126491106406735,10,57960,65149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,,1,
"rwmutex-r10w100","pnml","chain","sat",5,1.55,0.28713140623144,10,3690088,3807303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,1,
"rwmutex-r10w20","pnml","chain","sat",5,0.165555555555556,0.04245913067619,9,190086,209131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165555555555556,,1,
"rwmutex-r10w50","pnml","chain","sat",5,0.667,0.110055541533456,10,981596,1076681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667,,1,
"rwmutex-r10w500","pnml","chain","sat",5,74.744,4.83507600767558,10,84696265,89983965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.744,,1,
"rwmutex-r20w10","pnml","chain","sat",5,22.996,0.415296413554357,10,164290,181634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.996,,1,
"SafeBus-03-unfolded","pnml","chain","sat",5,0.545,0.0566176258382101,10,82222,95173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545,,1,
"shared_memory-pt-10","pnml","chain","sat",5,2.316,0.117681302205953,10,428678,480723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.316,,1,
"shared_memory-pt-5","pnml","chain","sat",5,0.087,0.0115950180872841,10,23912,27500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,,1,
"simple_lbs-2","pnml","chain","sat",5,0.125,0.0190029237516523,10,25440,29093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,1,
"simple_lbs-5","pnml","chain","sat",5,1.56333333333333,0.0895823643358446,9,567999,614512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56333333333333,,1,
"SmallOperatingSystem-MT0016DC0008","pnml","chain","sat",5,0.182,0.0407703596037884,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,,1,
"SmallOperatingSystem-MT0032DC0008","pnml","chain","sat",5,0.501,0.074899933244296,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.501,,1,
"SmallOperatingSystem-MT0032DC0016","pnml","chain","sat",5,0.858,0.0493963561409139,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858,,1,
"SmallOperatingSystem-MT0064DC0016","pnml","chain","sat",5,2.797,0.113436227801253,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.797,,1,
"SmallOperatingSystem-MT0064DC0032","pnml","chain","sat",5,5.828,0.231026693984339,10,432,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.828,,1,
